Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
"Citrus Juice, Canned",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.09,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.02,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Citrus Juice, Canned",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,0.2,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Citrus Juice, Canned",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.23,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,0.08,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Citrus Juice, Canned",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.61,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.03,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Citrus Juice, Canned",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.13,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Citrus Juice, Canned",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.05,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Citrus Juice, Canned",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.16,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.02,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Citrus Juice, Canned",TDS2015F-HH09-VOC,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,30.73,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.11,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,1.97,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,1.92,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.07,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.73,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.14,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.41,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.12,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,0.81,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,0.54,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,4.89,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.09,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.43,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.23,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.09,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,3.92,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.11,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Cold Cereals, Corn Based",TDS2015F-FF06-VOC,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.18,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.12,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,2.74,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,8.43,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.38,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,1.74,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,3.59,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.93,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,2.11,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.58,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,5.35,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,53.32,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,2.51,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,11.21,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.38,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.85,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,5.81,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.76,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,4.41,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.51,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cookies,TDS2015F-FF09-VOC,FF09 Cookies/Biscuits,Cookies,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,1.93,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,1.01,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cottage Cheese,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Unripened cheese,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,0.78,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cottage Cheese,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Unripened cheese,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,4.62,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,1.78,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cottage Cheese,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Unripened cheese,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.06,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cottage Cheese,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Unripened cheese,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,7.62,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.56,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Cottage Cheese,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Unripened cheese,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.12,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
