Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Pays d'origine,Utilisation prévue,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Limite de quantification,Limite de détection de la méthode,Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
"Eau du robinet, zone d'échantillonnage",TDS2015F-PP09-VOC,"PP09 Tap water, Halifax area/Eau du robinet, région de Halifax",Eau du robinet ou de puit,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Autres,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.02,ng/g,Ethylbenzène,Composés organiques volatils (COV) ,,,0.01,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzène , n-",Composés organiques volatils (COV) ,,,0.16,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzène ,  p-",Composés organiques volatils (COV) ,,,0.52,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Le trichloroéthylène,Composés organiques volatils (COV) ,,,0.41,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Naphtalène,Composés organiques volatils (COV) ,,,2.84,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Triméthylbenzène, le 1,3,5 -",Composés organiques volatils (COV) ,,,0.19,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,1.75,ng/g,"Xylène,  m-",Composés organiques volatils (COV) ,,,0.19,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Benzène,Composés organiques volatils (COV) ,,,1.65,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Bromodichlorométhane,Composés organiques volatils (COV) ,,,4.63,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Chloroforme,Composés organiques volatils (COV) ,,,0.82,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Cymène, p-",Composés organiques volatils (COV) ,,,0.42,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Styrène,Composés organiques volatils (COV) ,,,1.12,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,2.66,ng/g,Toluène,Composés organiques volatils (COV) ,,,0.24,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
"Escalopes de veau, viande avec os",TDS2015F-BB06-VOC,"BB06 Veal, cutlets/Veau, escalopes",Veau ,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.62,ng/g,Ethylbenzène,Composés organiques volatils (COV) ,,,0.21,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzène , n-",Composés organiques volatils (COV) ,,,0.12,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.51,ng/g,"Dichlorobenzène ,  p-",Composés organiques volatils (COV) ,,,0.28,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Le trichloroéthylène,Composés organiques volatils (COV) ,,,0.34,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.98,ng/g,Naphtalène,Composés organiques volatils (COV) ,,,0.91,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.45,ng/g,"Triméthylbenzène, le 1,3,5 -",Composés organiques volatils (COV) ,,,0.16,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,5.19,ng/g,"Xylène,  m-",Composés organiques volatils (COV) ,,,0.15,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Benzène,Composés organiques volatils (COV) ,,,1.52,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Bromodichlorométhane,Composés organiques volatils (COV) ,,,2.36,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Chloroforme,Composés organiques volatils (COV) ,,,0.54,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,1.24,ng/g,"Cymène, p-",Composés organiques volatils (COV) ,,,0.29,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.94,ng/g,Styrène,Composés organiques volatils (COV) ,,,0.91,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,3.06,ng/g,Toluène,Composés organiques volatils (COV) ,,,0.13,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Farine blanche,TDS2015F-FF12-VOC,"FF12 Flour, white (wheat)/Farine de blé blanche",Farines,Inconnu,Ingrédient,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,1.61,ng/g,Ethylbenzène,Composés organiques volatils (COV) ,,,0.18,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Fromage cottage,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Fromage non affiné,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzène , n-",Composés organiques volatils (COV) ,,,0.06,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Fromage cottage,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Fromage non affiné,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzène ,  p-",Composés organiques volatils (COV) ,,,0.12,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Fromage cottage,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Fromage non affiné,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Le trichloroéthylène,Composés organiques volatils (COV) ,,,0.27,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Fromage cottage,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Fromage non affiné,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Naphtalène,Composés organiques volatils (COV) ,,,0.78,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Fromage cottage,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Fromage non affiné,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,"Triméthylbenzène, le 1,3,5 -",Composés organiques volatils (COV) ,,,0.17,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Fromage cottage,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Fromage non affiné,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,=,0.16,ng/g,"Xylène,  m-",Composés organiques volatils (COV) ,,,0.09,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
Fromage cottage,TDS2015F-AA10-VOC,"AA10 Cheese, cottage (cottage Cheese 2%)/Fromage cottage (fromage cottage 2 %)",Fromage non affiné,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2017-09-30,<LOD/MDL,0,ng/g,Benzène,Composés organiques volatils (COV) ,,,0.78,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse des COV par microextraction en phase solide dans l'espace vide et GC-MS,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Étude sur l'alimentation totale 2015F COV,,Santé Canada
