Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Quantité nette du produit,Unité de quantité nette du produit,Province/territoire d'origine,Pays d'origine,Utilisation prévue,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS1994S-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1994-07-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,174,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS1994W-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1994-01-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,212,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS1995S-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1995-07-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,562,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS1995W-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1995-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,283,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS1996-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1996-01-15,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,328,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1996.PCB,Étude sur l'alimentation totale 1996 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS1998-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,1998-01-15,Surveillance,Non,Épicerie,Whitehorse,Yukon,Canada,SC DA BIPC DRA POP Traditionelle,2000-12-15,=,31.683,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1998.PCB,Étude sur l'alimentation totale 1998 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS2000-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,2000-01-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2002-01-15,=,193,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2000.PCB,Étude sur l'alimentation totale 2000 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS2001-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,2001-01-15,Surveillance,Non,Épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA POP Traditionelle,2002-12-15,=,151,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2001.PCB,Étude sur l'alimentation totale 2001 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS2002-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,,Composite,Oui,2002-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2003-12-15,=,185.0892248,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2002.PCB,Étude sur l'alimentation totale 2002 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS2003-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2003-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2004-12-15,=,157.4,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2003.PCB,Étude sur l'alimentation totale 2003 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS2007-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2007-09-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2008-12-15,=,56.1,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2007.PCB,Étude sur l'alimentation totale 2007 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS2009-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2009-09-01,Surveillance,Non,Épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA POP Traditionelle,2010-12-15,=,52.2,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2009.PCB,Étude sur l'alimentation totale 2009 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS2013-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2014-12-15,=,79,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2013.PCB,Étude sur l'alimentation totale 2013 Biphényles polychlorés,,Santé Canada
"Aliments pour bébé, Dîners, viande ou volaille ou œufs",TDS2015-LL08-PCB,"LL08 Meat, poultry or eggs (Babyfood)/Viande, volaille ou œufs (aliments pour bébés)",Aliments pour bébés,,,,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2016-12-15,=,48.64410232,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2015F.PCB,Étude sur l'alimentation totale 2015 Biphényles polychlorés,,Santé Canada
Barres de chocolat,JJ01-TDS2005-PCB,,Solide ,,,,Inconnu,,Composite,Oui,2005-05-01,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2011-06-01,=,268.8,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2005.PCB,Étude sur l'alimentation totale 2005 Biphényles polychlorés,,Santé Canada
Barres de chocolat,JJ01-TDS2006-PCB,,Solide ,,,,Inconnu,,Composite,Oui,2006-09-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2014-06-01,=,255.6,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2006.PCBs,Étude sur l'alimentation totale 2006 Biphényles polychlorés,,Santé Canada
Barres de chocolat,TDS2000-JJ01-PCB,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solide ,,,,Inconnu,,Composite,Oui,2000-01-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2002-01-15,=,499,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2000.PCB,Étude sur l'alimentation totale 2000 Biphényles polychlorés,,Santé Canada
Barres de chocolat,TDS2001-JJ01-PCB,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solide ,,,,Inconnu,,Composite,Oui,2001-01-15,Surveillance,Non,Épicerie,St. John's,Terre-Neuve et Labrador,Canada,SC DA BIPC DRA POP Traditionelle,2002-12-15,=,388.6,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2001.PCB,Étude sur l'alimentation totale 2001 Biphényles polychlorés,,Santé Canada
Barres de chocolat,TDS2002-JJ01-PCB,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solide ,,,,Inconnu,,Composite,Oui,2002-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2003-12-15,=,243.8,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2002.PCB,Étude sur l'alimentation totale 2002 Biphényles polychlorés,,Santé Canada
Barres de chocolat,TDS2003-JJ01-PCB,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solide ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2003-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2004-12-15,=,288.3,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2003.PCB,Étude sur l'alimentation totale 2003 Biphényles polychlorés,,Santé Canada
Barres de chocolat,TDS2007-JJ01-PCB,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solide ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2007-09-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,2008-12-15,=,196.3,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2007.PCB,Étude sur l'alimentation totale 2007 Biphényles polychlorés,,Santé Canada
Barres de chocolat,TDS2009-JJ01-PCB,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solide ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2009-09-01,Surveillance,Non,Épicerie,Calgary,Alberta,Canada,SC DA BIPC DRA POP Traditionelle,2010-12-15,=,246.2,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2009.PCB,Étude sur l'alimentation totale 2009 Biphényles polychlorés,,Santé Canada
Barres de chocolat,TDS2013-JJ01-PCB,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solide ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,2014-12-15,=,324.7,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2013.PCB,Étude sur l'alimentation totale 2013 Biphényles polychlorés,,Santé Canada
Barres de chocolat,TDS2015-JJ01-PCB,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solide ,,,,Inconnu,Prêt-à-manger,Composite,Oui,2015-10-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2016-12-15,=,328.2799005,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2015F.PCB,Étude sur l'alimentation totale 2015 Biphényles polychlorés,,Santé Canada
Beurre,AA12-TDS2005-PCB,,Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,2005-05-01,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,2011-06-01,=,1062.4,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2005.PCB,Étude sur l'alimentation totale 2005 Biphényles polychlorés,,Santé Canada
Beurre,AA12-TDS2006-PCB,,Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,2006-09-01,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,2014-06-01,=,726.3,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS2006.PCBs,Étude sur l'alimentation totale 2006 Biphényles polychlorés,,Santé Canada
Beurre,TDS1992-AA12-PCB,AA12 Butter (salted)/Beurre (salé),Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,1992-09-15,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,6837,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1992.PCB,Étude sur l'alimentation totale 1992 Biphényles polychlorés,,Santé Canada
Beurre,TDS1993-AA12-PCB,AA12 Butter (salted)/Beurre (salé),Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,1993-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,3341,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1993.PCB,Étude sur l'alimentation totale 1993 Biphényles polychlorés,,Santé Canada
Beurre,TDS1994S-AA12-PCB,AA12 Butter (salted)/Beurre (salé),Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,1994-07-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,1804,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
Beurre,TDS1994W-AA12-PCB,AA12 Butter (salted)/Beurre (salé),Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,1994-01-15,Surveillance,Non,Épicerie,Halifax,Nouvelle-Écosse,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,2741,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1994.PCB,Étude sur l'alimentation totale 1994 Biphényles polychlorés,,Santé Canada
Beurre,TDS1995S-AA12-PCB,AA12 Butter (salted)/Beurre (salé),Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,1995-07-15,Surveillance,Non,Épicerie,Ottawa,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,3980,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
Beurre,TDS1995W-AA12-PCB,AA12 Butter (salted)/Beurre (salé),Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,1995-01-15,Surveillance,Non,Épicerie,Vancouver,Colombie-Britannique,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,1674,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1995.PCB,Étude sur l'alimentation totale 1995 Biphényles polychlorés,,Santé Canada
Beurre,TDS1996-AA12-PCB,AA12 Butter (salted)/Beurre (salé),Beurre et beurre concentré,,,,Inconnu,,Composite,Oui,1996-01-15,Surveillance,Non,Épicerie,Toronto,Ontario,Canada,SC DA BIPC DRA POP Traditionelle,1998-01-15,=,3102,pg/g,BPC totale,Biphényles polychlorés (BPCs),0,Tel que consommé,Laboratoire participanté avec succès à des tests de compétence pertinents lors de l'échantillonnage et l'analyse,La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Extraction des BPC par solvant,,Chromatographe en phase gazeuse (GC )-  spectromètre de masse à haute résolution(SMHR ),,BCS.TDS1996.PCB,Étude sur l'alimentation totale 1996 Biphényles polychlorés,,Santé Canada
